C:\Users\debda\Downloads\simulator-windows-64\CAR\IMG\center_2024_07_09_09_12_21_979.jpg, C:\Users\debda\Downloads\simulator-windows-64\CAR\IMG\left_2024_07_09_09_12_21_979.jpg, C:\Users\debda\Downloads\simulator-windows-64\CAR\IMG\right_2024_07_09_09_12_21_979.jpg, 0, 0, 0, 7.828634E-05
C:\Users\debda\Downloads\simulator-windows-64\CAR\IMG\center_2024_07_09_09_12_22_086.jpg, C:\Users\debda\Downloads\simulator-windows-64\CAR\IMG\left_2024_07_09_09_12_22_086.jpg, C:\Users\debda\Downloads\simulator-windows-64\CAR\IMG\right_2024_07_09_09_12_22_086.jpg, 0, 0, 0, 7.919182E-05
C:\Users\debda\Downloads\simulator-windows-64\CAR\IMG\center_2024_07_09_09_12_22_191.jpg, C:\Users\debda\Downloads\simulator-windows-64\CAR\IMG\left_2024_07_09_09_12_22_191.jpg, C:\Users\debda\Downloads\simulator-windows-64\CAR\IMG\right_2024_07_09_09_12_22_191.jpg, 0, 0, 0, 7.774628E-05
C:\Users\debda\Downloads\simulator-windows-64\CAR\IMG\center_2024_07_09_09_12_22_296.jpg, C:\Users\debda\Downloads\simulator-windows-64\CAR\IMG\left_2024_07_09_09_12_22_296.jpg, C:\Users\debda\Downloads\simulator-windows-64\CAR\IMG\right_2024_07_09_09_12_22_296.jpg, 0, 0, 0, 7.949022E-05
C:\Users\debda\Downloads\simulator-windows-64\CAR\IMG\center_2024_07_09_09_12_22_403.jpg, C:\Users\debda\Downloads\simulator-windows-64\CAR\IMG\left_2024_07_09_09_12_22_403.jpg, C:\Users\debda\Downloads\simulator-windows-64\CAR\IMG\right_2024_07_09_09_12_22_403.jpg, 0, 0, 0, 7.798241E-05
C:\Users\debda\Downloads\simulator-windows-64\CAR\IMG\center_2024_07_09_09_12_22_504.jpg, C:\Users\debda\Downloads\simulator-windows-64\CAR\IMG\left_2024_07_09_09_12_22_504.jpg, C:\Users\debda\Downloads\simulator-windows-64\CAR\IMG\right_2024_07_09_09_12_22_504.jpg, 0, 0, 0, 7.773507E-05
C:\Users\debda\Downloads\simulator-windows-64\CAR\IMG\center_2024_07_09_09_12_22_608.jpg, C:\Users\debda\Downloads\simulator-windows-64\CAR\IMG\left_2024_07_09_09_12_22_608.jpg, C:\Users\debda\Downloads\simulator-windows-64\CAR\IMG\right_2024_07_09_09_12_22_608.jpg, 0, 0, 0, 7.836351E-05
C:\Users\debda\Downloads\simulator-windows-64\CAR\IMG\center_2024_07_09_09_12_22_711.jpg, C:\Users\debda\Downloads\simulator-windows-64\CAR\IMG\left_2024_07_09_09_12_22_711.jpg, C:\Users\debda\Downloads\simulator-windows-64\CAR\IMG\right_2024_07_09_09_12_22_711.jpg, 0, 0, 0, 7.822868E-05
C:\Users\debda\Downloads\simulator-windows-64\CAR\IMG\center_2024_07_09_09_12_22_816.jpg, C:\Users\debda\Downloads\simulator-windows-64\CAR\IMG\left_2024_07_09_09_12_22_816.jpg, C:\Users\debda\Downloads\simulator-windows-64\CAR\IMG\right_2024_07_09_09_12_22_816.jpg, 0, 0, 0, 7.800743E-05
C:\Users\debda\Downloads\simulator-windows-64\CAR\IMG\center_2024_07_09_09_12_22_921.jpg, C:\Users\debda\Downloads\simulator-windows-64\CAR\IMG\left_2024_07_09_09_12_22_921.jpg, C:\Users\debda\Downloads\simulator-windows-64\CAR\IMG\right_2024_07_09_09_12_22_921.jpg, 0, 0, 0, 7.829244E-05
C:\Users\debda\Downloads\simulator-windows-64\CAR\IMG\center_2024_07_09_09_12_23_027.jpg, C:\Users\debda\Downloads\simulator-windows-64\CAR\IMG\left_2024_07_09_09_12_23_027.jpg, C:\Users\debda\Downloads\simulator-windows-64\CAR\IMG\right_2024_07_09_09_12_23_027.jpg, 0, 0, 0, 7.78462E-05
C:\Users\debda\Downloads\simulator-windows-64\CAR\IMG\center_2024_07_09_09_12_23_130.jpg, C:\Users\debda\Downloads\simulator-windows-64\CAR\IMG\left_2024_07_09_09_12_23_130.jpg, C:\Users\debda\Downloads\simulator-windows-64\CAR\IMG\right_2024_07_09_09_12_23_130.jpg, 0, 0, 0, 7.850255E-05
C:\Users\debda\Downloads\simulator-windows-64\CAR\IMG\center_2024_07_09_09_12_23_230.jpg, C:\Users\debda\Downloads\simulator-windows-64\CAR\IMG\left_2024_07_09_09_12_23_230.jpg, C:\Users\debda\Downloads\simulator-windows-64\CAR\IMG\right_2024_07_09_09_12_23_230.jpg, 0, 0, 0, 7.824969E-05
C:\Users\debda\Downloads\simulator-windows-64\CAR\IMG\center_2024_07_09_09_12_23_331.jpg, C:\Users\debda\Downloads\simulator-windows-64\CAR\IMG\left_2024_07_09_09_12_23_331.jpg, C:\Users\debda\Downloads\simulator-windows-64\CAR\IMG\right_2024_07_09_09_12_23_331.jpg, 0, 0.3016032, 0, 0.2284188
C:\Users\debda\Downloads\simulator-windows-64\CAR\IMG\center_2024_07_09_09_12_23_437.jpg, C:\Users\debda\Downloads\simulator-windows-64\CAR\IMG\left_2024_07_09_09_12_23_437.jpg, C:\Users\debda\Downloads\simulator-windows-64\CAR\IMG\right_2024_07_09_09_12_23_437.jpg, 0, 0.5989101, 0, 0.8535245
